year,month,pc1_hf,STOXX50_hf,MP_pm,CBI_pm,MP_median,CBI_median
2020,5,0,0,0,0,0,0
2020,6,0.00296741,0.0227421999305477,0,0.00296741,0.00075699,0.00221042
2020,7,-0.00388378,0.268275073196023,-0.00388378,-0,-0.01051453,0.00663075
2020,8,0,0,0,0,0,0
2020,9,0.00952937,0.505103406069196,0,0.00952937,-0.01137573,0.0209051
2020,10,-0.0061358,1.29373772749455,-0.0061358,-0,-0.04440888,0.03827308
2020,11,0,0,0,0,0,0
2020,12,0.01491544,-0.693229281993979,0.01491544,0,0.02960964,-0.0146942
2021,1,0.00259123,-0.34227525296533,0.00259123,0,0.01223291,-0.00964168
2021,2,0,0,0,0,0,0
2021,3,0.01260995,0.107737627767968,0,0.01260995,0.00286225,0.0097477
2021,4,-0.00154904,-0.083392067188548,-0,-0.00154904,0.00189025,-0.00343929
2021,5,0,0,0,0,0,0
2021,6,-0.00093057,0.474655205577435,-0.00093057,-0,-0.01563274,0.01470217
2021,7,-0.00037329,-0.234586766037204,-0,-0.00037329,0.0073095,-0.00768279
2021,8,0,0,0,0,0,0
2021,9,0.00163094,0.465143772255594,0,0.00163094,-0.01404805,0.01567899
2021,10,0.00051426,-0.201671054876584,0.00051426,0,0.00670146,-0.0061872
2021,11,0,0,0,0,0,0
2021,12,-0.00310109,-0.686763891686226,-0,-0.00310109,0.02039478,-0.02349587
2022,1,0,0,0,0,0,0
2022,2,0.01661836,-0.967914358713351,0.01661836,0,0.03923857,-0.02262021
2022,3,0.01447559,-0.13615918320653,0.01447559,0,0.01158872,0.00288687
2022,4,-0.03931978,0.236830009781208,-0.03931978,-0,-0.02722772,-0.01209206
2022,5,0,0,0,0,0,0
2022,6,-0.01016744,-1.41096293636256,-0,-0.01016744,0.04000315,-0.05017059
2022,7,0.12891097,0.119942578418808,0,0.12891097,0.06062276,0.06828821
2022,8,0,0,0,0,0,0
2022,9,0.11676716,-0.22380435893723,0.11676716,0,0.06553518,0.05123198
2022,10,-0.05582034,0.642207387971006,-0.05582034,-0,-0.0484317,-0.00738864
2022,11,0,0,0,0,0,0
2022,12,0.03554468,-2.17950296080822,0.03554468,0,0.08741766,-0.05187298
2023,1,0,0,0,0,0,0
2023,2,-0.02086665,0.557844918201233,-0.02086665,-0,-0.02825908,0.00739243
2023,3,0.20070884,1.14873149172947,0,0.20070884,0.06364707,0.13706177
2023,4,0,0,0,0,0,0
2023,5,-0.07650735,0.506972788081228,-0.07650735,-0,-0.05445383,-0.02205352
2023,6,0.01523474,0.141153566107022,0,0.01523474,0.00310685,0.01212789
2023,7,-0.0216989,0.577906619533231,-0.0216989,-0,-0.02931627,0.00761737
2023,8,0,0,0,0,0,0
2023,9,0.07321966,1.02057828153406,0,0.07321966,0.00399758,0.06922208
2023,10,-0.02011099,0.472046352170885,-0.02011099,-0,-0.02513959,0.0050286
2023,11,0,0,0,0,0,0
2023,12,0.02769385,-0.595502921817341,0.02769385,0,0.03287603,-0.00518218
2024,1,-0.03942763,0.731065661251547,-0.03942763,-0,-0.04307478,0.00364715
2024,2,0,0,0,0,0,0
2024,3,-0.00360129,0.716913395545352,-0.00360129,-0,-0.02470938,0.02110809
2024,4,0.00057553,0.224505349778961,0,0.00057553,-0.00688623,0.00746176
2024,5,0,0,0,0,0,0
2024,6,0.01676714,-0.204191333338651,0.01676714,0,0.01490844,0.0018587
2024,7,-0.00585817,0.107337736831363,-0.00585817,-0,-0.00635903,0.00050086
2024,8,0,0,0,0,0,0
2024,9,0.01640871,-0.762169502597724,0.01640871,0,0.03255924,-0.01615053
2024,10,-0.03285811,0.133201681058944,-0.03285811,-0,-0.02068547,-0.01217264
2024,11,0,0,0,0,0,0
2024,12,0.02785655,0.24528234871592,0,0.02785655,0.00609036,0.02176619
2025,1,-0.01682206,0.0115749391483512,-0.01682206,-0,-0.0087809,-0.00804116
2025,2,0,0,0,0,0,0
2025,3,0.0242922,0.440792765625491,0,0.0242922,-0.00193929,0.02623149
2025,4,-0.05719752,0.126644753606389,-0.05719752,-0,-0.03264565,-0.02455187
2025,5,0,0,0,0,0,0
2025,6,0.01733131,-0.469747482986933,0.01733131,0,0.02367629,-0.00634498
2025,7,0.0228944,-0.391524020930951,0.0228944,0,0.02395822,-0.00106382
2025,8,0,0,0,0,0,0
2025,9,-0.01364031,0.27220348376438,-0.01364031,-0,-0.01551833,0.00187802
2025,10,0.00127043,0.353198275897626,0,0.00127043,-0.01065112,0.01192155
